OG0001871	macromolecule glycosylation
OG0006666	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA
OG0000131	Calcium-dependent protein kinase
OG0001583	It is involved in the biological process described with regulation of transcription, DNA-templated
OG0000543	ribosomal protein
OG0005655	zinc finger
OG0000671	Voltage gated chloride channel
OG0006318	MafB19-like deaminase
OG0000779	L-ascorbic acid binding
OG0002845	histone H2A
OG0000108	PKHD-type hydroxylase At1g22950-like
OG0007715	Dual specificity phosphatase, catalytic domain
OG0001807	Spizellomyces punctatus DAOM BR117
OG0007146	protein K11-linked ubiquitination
OG0001622	glucose-6-phosphate dehydrogenase activity
OG0001008	ER lumen protein retaining receptor
OG0005376	3-dehydroquinate synthase (EC 4.6.1.3)
OG0001507	cyclin-dependent protein serine/threonine kinase activity
OG0000419	protein serine/threonine kinase activity
OG0000123	serine threonine-protein kinase
OG0000730	Pumilio-family RNA binding repeat
OG0001849	structural constituent of ribosome
OG0001909	thienylcyclohexylpiperidine binding
OG0000709	Carboxylesterase family
OG0002472	insulin-degrading
OG0000371	Belongs to the heat shock protein 70 family
OG0001070	Erv1 / Alr family
OG0007690	Cid1 family poly A polymerase
OG0001593	BTB/POZ domain
OG0007223	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance
OG0005340	proton export across plasma membrane
OG0005427	alpha-1,4-glucan synthase activity
OG0000732	Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Also displays broad nucleoside diphosphate kinase activity. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism
OG0004895	rRNA-processing protein fcf2-like
OG0002644	Peroxidase
OG0006188	3'(2'),5'-bisphosphate nucleotidase activity
OG0002617	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6
OG0002502	PFAM Ribulose-phosphate 3 epimerase family
OG0000066	phosphatase
OG0000014	Serine threonine-protein phosphatase PP1-gamma catalytic subunit
OG0000739	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain
OG0004809	Helicase
OG0006793	-
OG0005024	protein depalmitoleylation
OG0004094	TRNA (Cytosine-5-)-methyltransferase NSUN2. Source PGD
OG0003766	ornithine decarboxylase activity
OG0002909	voltage-gated potassium channel activity
OG0000658	phospholipase A1 activity
OG0002509	Leucine-rich repeat-containing protein
OG0006178	EXOIII
OG0003454	helicase activity
OG0000113	cAMP-dependent protein kinase activity
OG0006713	Ubiquitin-fold modifier 1
OG0000784	polypeptide N-acetylgalactosaminyltransferase activity
OG0002721	GDP-fucose protein O-fucosyltransferase
OG0007578	external encapsulating structure organization
OG0007387	Glycosyl hydrolase family 45
OG0001657	peptidyl-prolyl cis-trans isomerase activity
OG0000057	Protein tyrosine kinase
OG0004401	PRP8 domain IV core
OG0000635	Ammonium Transporter Family
OG0004447	Egl nine homolog 3
OG0005364	Belongs to the DNA photolyase family
OG0004529	Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus
OG0001109	protein kinase activity
OG0001803	thiol-dependent ubiquitin-specific protease activity
OG0000411	carbohydrate derivative binding
OG0006052	Solute carrier family 28
OG0003048	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay
OG0005280	function. Source PGD
OG0004700	Peptidyl-prolyl cis-trans isomerase
OG0000971	oxidation-reduction process
OG0001443	NAD+ ADP-ribosyltransferase activity
OG0007388	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
OG0000545	Calcium-transporting ATPase 1, endoplasmic reticulum-type. Source PGD
OG0005686	Subunit of the peripheral V1 complex of vacuolar ATPase essential for assembly or catalytic function. V-ATPase is responsible for acidifying a variety of intracellular compartments in eukaryotic cells
OG0004248	oxidation-reduction process
OG0006835	Metallopeptidase family M24
OG0003537	PFAM acetyl-CoA hydrolase transferase
OG0002129	Cytochrome oxidase c subunit VIb
OG0006296	Sas10 C-terminal domain
OG0005600	N-terminal half of MaoC dehydratase
OG0005639	mitochondrial transport
OG0007299	Releases the N-terminal proline from various substrates
OG0002463	Serine threonine-protein phosphatase
OG0004754	Belongs to the glycosyltransferase 1 family. Bacterial plant glycogen synthase subfamily
OG0006522	GTPase activity
OG0003784	CTP:tRNA cytidylyltransferase activity
OG0001111	regulation of tocopherol cyclase activity
OG0007351	dolichyl monophosphate biosynthetic process
OG0001630	zinc finger
OG0005831	phosphoprotein phosphatase activity
OG0005664	FOP N terminal dimerisation domain
OG0005396	translation initiation factor activity
OG0004059	Transmembrane E3 ubiquitin-protein ligase
OG0004627	NAD-binding Rossmann fold
OG0003413	Acts both as a biotin-- acetyl-CoA-carboxylase ligase and a repressor
OG0001053	-
OG0005918	inorganic diphosphatase activity
OG0004366	ATPases associated with a variety of cellular activities
OG0002850	Component of the PAN1 actin cytoskeleton-regulatory complex required for the internalization of endosomes during actin-coupled endocytosis. The complex links the site of endocytosis to the cell membrane-associated actin cytoskeleton. Mediates uptake of external molecules and vacuolar degradation of plasma membrane proteins. Plays a role in the proper organization of the cell membrane-associated actin cytoskeleton and promotes its destabilization (By similarity)
OG0006592	Xeroderma pigmentosum G N-region
OG0000730	pumilio homolog
OG0003346	DNA replication complex GINS protein
OG0007712	'Cold-shock' DNA-binding domain
OG0007195	Info polymerase (RNA) II (DNA directed) polypeptide H
OG0002006	Ribonuclease HII
OG0000066	Sigma factor PP2C-like phosphatases
OG0000177	Ribonucleoside-diphosphate reductase small
OG0007376	Cation-chloride cotransporter
OG0006813	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
OG0000427	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
OG0002277	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0002997	Ribosomal Proteins L2, C-terminal domain
OG0006987	steroid binding
OG0001234	P450 NADPH--P450 reductase
OG0004427	E3 ubiquitin-protein ligase LUL4
OG0000321	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0003853	positive regulation of chromatin silencing at rDNA
OG0000940	regulation of tocopherol cyclase activity
OG0004824	Oxidoreductase family, NAD-binding Rossmann fold
OG0004862	Glycoprotein endo-alpha-1,2-mannosidase-like
OG0007275	Mpv17 / PMP22 family
OG0006576	Possible lysine decarboxylase
OG0006142	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
OG0002063	Nuclear chaperone required for maturation and nuclear export of pre-60S ribosome subunits
OG0002530	Isochorismatase family
OG0002609	IQ calmodulin-binding motif
OG0003178	Transcription
OG0001292	methyltransferase activity
OG0001654	Thioesterase domain
OG0003169	peptidyl-prolyl cis-trans isomerase activity
OG0003919	Carboxyvinyl-carboxyphosphonate phosphorylmutase
OG0000325	Transmembrane transporter activity. It is involved in the biological process described with transmembrane transport
OG0006253	PFAM FAD binding domain
OG0000184	Ca2+ insensitive EF hand
OG0005231	CAAX prenyl protease N-terminal, five membrane helices
OG0001327	Cold shock protein domain
OG0003681	protein polyglutamylation
OG0001401	hydrolase
OG0004612	iron ion binding
OG0007571	Plectin/S10 domain
OG0000182	cGMP-dependent protein kinase 1
OG0000691	Phosphotransferase
OG0000790	Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val)
OG0001173	Radical S-adenosyl methionine
OG0005728	FK506-binding protein-like
OG0002185	IBR domain, a half RING-finger domain
OG0001158	CS domain
OG0003969	Protein of unknown function (DUF778)
OG0007450	Calmodulin
OG0006708	Removes the formyl group from the N-terminal Met of newly synthesized proteins
OG0004015	Glycosyl transferase family 2
OG0006031	FabA-like domain
OG0003450	Diacylglycerol kinase catalytic domain (presumed)
OG0004188	Mediates both low-affinity uptake and efflux of sugar across the membrane
OG0005749	Rtf2 RING-finger
OG0006182	ATP-binding RNA helicase involved in translation initiation. Part of the 43S pre-initiation complex that is required for efficient initiation on mRNAs of higher eukaryotes with structured 5'-UTRs by promoting efficient NTPase-dependent 48S complex formation. Specifically binds to the 40S ribosome near the mRNA entrance. Does not possess a processive helicase activity
OG0003337	UDP-galactopyranose mutase
OG0002488	PPPDE putative peptidase domain
OG0005222	COG0846 NAD-dependent protein deacetylases, SIR2 family
OG0000348	RNA binding
OG0001547	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity
OG0005394	Maintenance of mitochondrial structure and function
OG0006137	Rho (Ras homology) subfamily of Ras-like small GTPases
OG0001795	Belongs to the thioredoxin family
OG0003837	Phosphoglycerate mutase family
OG0004446	ribosomal protein L33
OG0002167	respiratory chain complex III assembly
OG0002709	vesicle docking involved in exocytosis
OG0006470	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor
OG0001955	fructose-bisphosphate aldolase
OG0004508	Belongs to the short-chain dehydrogenases reductases (SDR) family
OG0004722	-
OG0005528	ubiquitin carboxyl-terminal hydrolase
OG0001602	ABC transporter transmembrane region
OG0004773	2 iron, 2 sulfur cluster binding
OG0001660	Zinc finger DHHC domain-containing protein
OG0000041	protein serine/threonine kinase activity
OG0002804	hydrolases or acyltransferases (alpha beta hydrolase superfamily)
OG0004107	Formate/nitrite transporter
OG0000922	Anticodon binding domain
OG0004087	Peptidyl-prolyl cis-trans isomerase
OG0002105	Fucosyltransferase activity. It is involved in the biological process described with protein glycosylation
OG0006089	KIAA1430 homologue
OG0001246	alpha/beta hydrolase fold
OG0002554	Peptidyl-prolyl cis-trans isomerase
OG0003443	synthase
OG0002036	PPPDE putative peptidase domain
OG0001900	ribonuclease III activity
OG0003238	sulfurtransferase
OG0002449	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor
OG0007287	UDP-N-acetylglucosamine transmembrane transport
OG0001267	oxidoreductase activity, acting on diphenols and related substances as donors
OG0005583	Aspartyl Asparaginyl beta-hydroxylase
OG0004484	COP9 signalosome complex subunit
OG0006812	Alpha/beta hydrolase family
OG0002327	Puromycin-sensitive aminopeptidase
OG0001468	Domain of unknown function (DUF1768)
OG0002958	calcium ion binding
OG0007612	Alpha-kinase family
OG0004631	component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation
OG0001011	NADPHX epimerase activity
OG0000279	PFAM histone deacetylase superfamily
OG0000690	Ribosomal protein L4
OG0000141	Trypsin
OG0001231	pheophorbide a oxygenase
OG0003909	Catalyzes the dehydration of D-mannonate
OG0003447	conserved nuclear protein that interacts with GTP-Gsp1p, which is a Ran homolog of the Ras GTPase family, and stimulates nucleotide release, involved in nuclear protein import, nucleotide release is inhibited by Yrb1p
OG0000827	protein tag
OG0006915	Sodium/calcium exchanger protein
OG0005930	regulation of chaperone-mediated protein folding
OG0003004	Cryptochrome 5
OG0001155	DnaJ molecular chaperone homology domain
OG0001564	1-phosphatidylinositol-3-phosphate 5-kinase activity
OG0005605	PWI domain
OG0002142	domain in TBC and LysM domain containing proteins
OG0004480	Serine/Threonine protein kinases, catalytic domain
OG0006215	-
OG0002423	craniofacial suture morphogenesis
OG0002879	Aldo/keto reductase family
OG0000282	Peptidylprolyl isomerase
OG0000923	pectin acetylesterase activity
OG0001777	phytosphingosine metabolic process
OG0004198	ubiquitin conjugating enzyme binding
OG0000186	histone-lysine n-methyltransferase atxr2
OG0004398	Belongs to the universal ribosomal protein uS2 family
OG0002482	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
OG0002349	zinc ion binding
OG0004942	hydrolases or acyltransferases (alpha beta hydrolase superfamily)
OG0007677	DnaJ like subfamily A member 2
OG0004430	Involved in the early part of the secretory pathway
OG0001440	splicing factor
OG0004333	Participates in DNA repair and in chromosomal DNA replication
OG0000063	O-methyltransferase
OG0005636	Belongs to the cysteine synthase cystathionine beta- synthase family
OG0004759	ubiquitin binding
OG0001987	unfolded protein binding
OG0005353	Pentatricopeptide repeat
