OG0000847	PFAM short chain dehydrogenase
OG0002867	CobB/CobQ-like glutamine amidotransferase domain
OG0000081	cAMP-dependent protein kinase regulatory subunit
OG0005864	alpha/beta hydrolase fold
OG0000649	polypeptide N-acetylgalactosaminyltransferase
OG0002297	Ribosomal RNA methyltransferase
OG0009611	Phytanoyl-CoA dioxygenase
OG0001938	Catalyzes the dehydration of D-mannonate
OG0000319	serine threonine protein kinase
OG0004172	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0009914	helicase superfamily c-terminal domain
OG0002021	Ubiquitin carboxyl-terminal hydrolase
OG0004005	protein serine/threonine kinase activity
OG0001953	Serine threonine kinase 38
OG0002553	PBP superfamily domain
OG0000706	Potassium channel
OG0005306	ZINC FINGER protein
OG0009105	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family
OG0000317	Belongs to the eukaryotic ribosomal protein eL13 family
OG0006513	Cold shock protein domain
OG0001826	ThiF family
OG0007621	magnesium ion homeostasis
OG0003338	Electron transfer flavoprotein-ubiquinone oxidoreductase. Source PGD
OG0000355	Protease Do-like 1 chloroplastic
OG0004921	protein-cysteine S-palmitoyltransferase activity
OG0001311	Glycosyl hydrolase family 20, domain 2
OG0003734	acyl-CoA dehydrogenase
OG0000110	Glucose inhibited division protein A
OG0006066	thiosulfate transmembrane transporter activity
OG0000613	Prolyl oligopeptidase, N-terminal beta-propeller domain
OG0001534	sulfite reductase (NADPH) activity
OG0002522	ribosomal large subunit assembly
OG0000246	helicase
OG0000558	retinol dehydrogenase
OG0001711	methyltransferase activity
OG0008746	Transcription
OG0007436	Lysophospholipase-like protein 1
OG0000462	kinase 3
OG0009032	E1-E2 ATPase
OG0000856	Aldo/keto reductase family
OG0000200	Wu fj29h11
OG0000227	ARF-like small GTPases; ARF, ADP-ribosylation factor
OG0001980	RNA-binding protein mei2 homologue
OG0006397	involved in Zn homeostasis, GTPase of COG0523 family
OG0000769	cytoplasmic translational termination
OG0005553	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.
OG0003725	domain in TBC and LysM domain containing proteins
OG0001484	Scavenger receptor Cys-rich
OG0006302	epidermal cell fate specification
OG0004939	Info polymerase (RNA) II (DNA directed) polypeptide H
OG0007283	-
OG0006718	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
OG0007296	high-affinity nickel-transport family protein
OG0003795	Acid phosphatase
OG0007155	Cellular repressor of E1A-stimulated genes
OG0000849	Inorganic phosphate transporter. Source PGD
OG0000978	Belongs to the protein kinase superfamily
OG0000088	cysteine-type peptidase activity
OG0003819	Calmodulin-like protein
OG0001857	Serine hydrolase (FSH1)
OG0009646	Methyltransferase-like protein
OG0007763	aspartic-type endopeptidase activity
OG0001040	EF-hand domain pair
OG0001916	DnaJ C terminal domain
OG0000270	13-beta-glucan synthase
OG0009251	Domain of unknown function (DUF4498)
OG0006369	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.
OG0001004	chloride channel activity
OG0001449	NAD+ ADP-ribosyltransferase activity
OG0001033	LON peptidase N-terminal domain and RING finger protein 1-like
OG0000519	Protein kinase domain
OG0000804	procollagen-proline 4-dioxygenase activity
OG0007209	50S ribosomal protein L4
OG0007333	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis
OG0006672	snRNP Sm proteins
OG0001387	decanoate-CoA ligase activity
OG0010091	Cyclin
OG0009870	Chromosome 8 open reading frame 37
OG0009445	DTW domain
OG0001283	Seryl-tRNA synthetase N-terminal domain
OG0003155	preribosome binding
OG0005276	aspartic-type endopeptidase activity
OG0000266	phosphatase 2C
OG0008296	aldose 1-epimerase activity
OG0000024	cell adhesion
OG0005415	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments made during discontinuous DNA replication
OG0000437	Citrate synthase, C-terminal domain
OG0004252	variable flagellar number
OG0007765	Arp2/3 complex-mediated actin nucleation
OG0003046	dynactin
OG0007433	Phytochelatin synthase
OG0002052	beta-tubulin binding
OG0000404	low voltage-gated calcium channel activity
OG0004297	chromatin assembly or disassembly
OG0007033	RNA-binding protein mei2 homologue
OG0001316	modification-dependent protein catabolic process
OG0003138	Fatty acid desaturase
OG0002324	trimethyllysine dioxygenase
OG0005497	Belongs to the universal ribosomal protein uL24 family
OG0007708	Belongs to the ALG6 ALG8 glucosyltransferase family
OG0000843	It is involved in the biological process described with
OG0002770	Alpha amylase, C-terminal all-beta domain
OG0002033	protein transport
OG0009768	Haem-binding uptake, Tiki superfamily, ChaN
OG0005699	molybdate ion transmembrane transporter activity
OG0008437	Prolyl-tRNA synthetase
OG0008404	Patatin-like phospholipase domain-containing protein
OG0001170	Source PGD
OG0007418	Haloacid dehalogenase-like hydrolase
OG0001149	Phosphotransferase enzyme family
OG0001300	Belongs to the glycosyl hydrolase 2 family
OG0009322	COG0604 NADPH quinone reductase and related Zn-dependent
OG0000496	glutamine synthetase
OG0002800	EXOIII
OG0002939	Glycosyltransferase, MGT family
OG0006745	Catalyzes the conversion of dihydroorotate to orotate with quinone as electron acceptor
OG0003280	Source PGD
OG0007295	Cobalamin synthesis protein cobW C-terminal domain
OG0000366	Source PGD
OG0009106	BTB/POZ domain
OG0005611	Psort location Cytoplasmic, score 9.97
OG0001495	protein kinase activity
OG0001320	methyltransferase activity
OG0001751	Vinylacetyl-CoA Delta-isomerase
OG0000873	protein serine/threonine kinase activity
OG0006798	Pfam:zf-DHHC
OG0006415	Belongs to the glycosyl hydrolase 7 (cellulase C) family
OG0000813	microtubule motor activity
OG0008252	PPPDE putative peptidase domain
OG0003331	Adaptor complexes medium subunit family
OG0008971	Zinc finger, C3HC4 type (RING finger)
OG0000120	Glycosyltransferase family 66 protein
OG0008059	fructosamine metabolic process
OG0001293	Belongs to the glycosyl hydrolase 30 family
OG0000999	ATPase activity, coupled to transmembrane movement of substances
OG0000727	DNA-3'-diphospho-5'-guanosine diphosphatase
OG0009843	transferase activity, transferring nitrogenous groups
OG0005688	CobN/Magnesium Chelatase
OG0005667	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates
OG0008409	ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. Also involved, together with DnaK and GrpE, in the DNA replication of plasmids through activation of initiation proteins
OG0001661	the SufBCD complex stimulates the cysteine desulfurase SufS in conjunction with SufE
OG0009157	Peptidyl-prolyl cis-trans isomerase
OG0006085	attrn1,trn1
OG0005037	Polyamine transporter
OG0001672	Sacsin-like
OG0000455	Belongs to the glycosyl hydrolase 13 family
OG0002378	alcohol dehydrogenase (NAD) activity
OG0000845	gamma-butyrobetaine dioxygenase activity
OG0005823	Protein kinase domain
OG0001137	Regulator of telomere elongation helicase
OG0001113	SPTR Pathogenesis related protein-like protein
OG0003633	Mortierella verticillata NRRL 6337
OG0004377	FAD dependent oxidoreductase
OG0006837	Protein tyrosine kinase
OG0007090	protein folding
OG0005589	Chlorophyll synthase
OG0005918	cell redox homeostasis
OG0007214	phosphatase 2C
OG0002372	Glycyl-trna synthetase
OG0001649	Alpha/beta hydrolase family
OG0005895	cell redox homeostasis
OG0000973	Chlorophyll A-B binding protein
OG0002026	Belongs to the iron ascorbate-dependent oxidoreductase family
OG0004756	Met-10+ like-protein
OG0008227	catalytic activity
OG0001845	Belongs to the class-I aminoacyl-tRNA synthetase family
OG0002579	ATP binding. It is involved in the biological process described with mismatch repair
OG0000424	spectrin binding
OG0000361	sulfur dioxygenase activity
OG0009458	Peptidase family C78
OG0000853	transport system, permease and ATPase
OG0000023	protein serine/threonine kinase activity
OG0000245	Tubulin tyrosine ligase-like family, member 5
OG0001775	Pfam:zf-DHHC
OG0010147	racemase activity, acting on amino acids and derivatives
OG0004052	Responsible for synthesis of pseudouridine from uracil
OG0006783	[acyl-carrier-protein] S-malonyltransferase activity
OG0009724	Lysophospholipase-like protein 1
OG0003861	Malate/L-lactate dehydrogenase
OG0005718	Domain of unknown function (DUF296)
OG0002860	diacylglycerol kinase activity
OG0008931	AMMECR1
OG0007949	NADPH-dependent FMN reductase
OG0002755	DHH family
OG0001766	Belongs to the eukaryotic ribosomal protein eS12 family
OG0008853	Clathrin heavy chain repeat homology
OG0002439	EF-hand domain pair
OG0009951	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2- polyprenyl-3-methyl-6-methoxy-1,4-benzoquinol (DMQH2)
OG0003615	ALA-Interacting Subunit
OG0002773	poly(ADP-ribose) glycohydrolase activity
OG0000927	protein tyrosine/serine/threonine phosphatase activity
OG0001816	Glycosyltransferase
OG0005739	DnaJ C terminal domain
OG0000460	Rab subfamily of small GTPases
OG0007443	KDPG and KHG aldolase
OG0004330	Alpha beta hydrolase
OG0008369	trans-L-3-hydroxyproline dehydratase activity
OG0001154	Belongs to the cullin family
OG0002573	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain
OG0005879	protein folding
OG0002793	ribosomal large subunit export from nucleus
OG0005571	GTP-binding protein TypA
OG0000430	RING-variant domain
OG0004550	molybdenum ion binding
OG0000516	selenium-binding protein
OG0000710	structural constituent of ribosome
OG0007644	Ring finger domain
OG0004263	Domain of unknown function UPF0086
OG0005972	hydrolase activity, acting on ester bonds
OG0005062	regulation of tocopherol cyclase activity
OG0000005	Calcium-dependent protein kinase
OG0006233	Polycystin cation channel
OG0008211	tRNA binding
OG0001157	Aldo/keto reductase family
OG0008516	Glutaredoxin
OG0001451	outer dynein arm assembly
OG0006867	Taurine catabolism dioxygenase TauD, TfdA family
OG0001661	ATPases associated with a variety of cellular activities
OG0000541	Belongs to the protein kinase superfamily
OG0000988	prohibitin homologues
OG0000187	Protein mago nashi homolog
OG0002078	Transmembrane protein 65
OG0005651	Nudix hydrolase
OG0002213	peptidyl-proline hydroxylation to 4-hydroxy-L-proline
OG0008025	protein serine/threonine kinase activity
OG0007408	Fatty acid hydroxylase superfamily
OG0005984	Major Facilitator Superfamily
OG0002103	Competence protein ComE
OG0007432	DnaJ molecular chaperone homology domain
OG0005043	tRNAPhe (7-(3-amino-3-carboxypropyl)wyosine37-C2)-hydroxylase activity
OG0002240	homolog subfamily C member
OG0000009	Chlorophyll A-B binding protein
OG0000412	PsaA and PsaB bind P700, the primary electron donor of photosystem I (PSI), as well as the electron acceptors A0, A1 and FX. PSI is a plastocyanin cytochrome c6-ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn. Oxidized P700 is reduced on the lumenal side of the thylakoid membrane by plastocyanin or cytochrome c6
OG0003116	Phosphoglycerate mutase family
OG0000437	Belongs to the citrate synthase family
OG0005723	Glycogen recognition site of AMP-activated protein kinase
OG0001561	NAD-dependent protein deacetylase which modulates the activities of several proteins which are inactive in their acetylated form. Deacetylates the N-terminal lysine residue of Alba, the major archaeal chromatin protein and that, in turn, increases Alba's DNA binding affinity, thereby repressing transcription
OG0000111	Cold shock
OG0000364	metalloendopeptidase activity
OG0002659	Homocysteine S-methyltransferase
OG0002848	2, light intermediate chain 1
OG0001026	Endoplasmic reticulum protein ERp29, C-terminal domain
OG0002918	2OG-Fe(II) oxygenase superfamily
OG0005873	Protein arv1 homolog
OG0002721	phosphatidylinositol dephosphorylation
OG0006817	Heptahelical transmembrane protein
OG0008332	carboxylic ester hydrolase activity
OG0009689	diphthine synthase
OG0001775	Zinc finger, DHHC-type containing 9
OG0001912	Belongs to the universal ribosomal protein uS9 family
OG0000017	ATP-binding Cassette (ABC) Superfamily. Source PGD
OG0008280	Domain of unknown function DUF21
OG0002526	endopeptidase inhibitor activity
OG0003499	intracellular protein transport
OG0009465	regulation of endosome size
OG0000716	U2 snRNP auxiliary factor small
OG0004539	E3 ubiquitin-protein ligase
OG0001287	Ubiquitin-conjugating enzyme E2, catalytic domain homologues
OG0002000	PFAM single-stranded nucleic acid binding R3H domain protein
OG0006644	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA
OG0000385	Transmembrane 9 superfamily member
OG0008955	factor PRP46
OG0001192	regulation of endocannabinoid signaling pathway
OG0006871	Cytidine and deoxycytidylate deaminase zinc-binding region
OG0008346	helicase activity
OG0009139	positive regulation of hh target transcription factor activity
OG0007625	Component of the cytosolic iron-sulfur (Fe S) protein assembly (CIA) machinery. Required for maturation of extramitochondrial Fe-S proteins. The nubp1-nubp2 heterotetramer forms a Fe-S scaffold complex, mediating the de novo assembly of an Fe-S cluster and its transfer to target apoproteins
OG0002893	ATPase activity, coupled to transmembrane movement of substances
OG0000492	methyltransferase BMT2 homolog
OG0006988	Cytochrome b5-like Heme/Steroid binding domain
